track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
707,436,2,2022,7,22,1097,2,209106362,18,10,13,1,1.0,118,,Minor,82,75,85,33,1,11,4
413,179,1,2022,9,13,330,0,53987404,3,0,2,0,0.0,93,,Major,78,75,62,6,0,15,6
604,338,1,2022,6,23,1584,0,115331792,38,0,24,0,0.0,150,,Minor,70,26,56,14,83,11,5
770,403,1,2022,10,7,1585,5,225093344,78,65,328,1,198.0,130,,Major,52,24,60,0,0,8,3
119,374,2,2022,10,14,766,0,84697729,16,0,9,0,0.0,83,,Minor,65,24,53,6,0,51,4
67,188,4,2022,8,18,836,0,159240673,14,1,13,0,0.0,102,,Major,84,43,75,5,0,6,8
552,0,1,2022,10,17,430,6,170709584,14,116,9,0,11.0,136,,Minor,73,65,91,4,0,48,18
503,537,1,1982,5,16,2020,0,154356956,77,10,119,0,40.0,145,,Major,66,24,58,17,0,19,5
937,639,1,2018,11,21,6858,0,723043854,31,21,15,0,4.0,130,,Major,57,24,37,11,18,16,3
4,342,1,2022,7,14,3682,6,247689123,41,0,158,2,68.0,156,,Major,72,92,77,9,0,8,11
138,159,1,2022,9,29,1639,0,176474912,86,14,80,0,37.0,123,,Major,57,50,85,5,0,16,4
832,36,1,2022,9,16,452,10,235549288,2,129,13,0,1.0,132,,Major,92,53,62,7,0,63,10
348,491,2,2020,12,18,668,1,140430339,0,0,31,0,2.0,125,,Minor,49,13,74,0,0,9,4
125,333,1,2022,10,14,991,0,85559365,36,38,13,0,3.0,162,,Minor,74,22,67,0,0,11,46
79,349,3,2022,9,22,869,7,146223492,14,12,12,2,28.0,138,,Major,80,82,81,14,0,13,36
135,356,3,2022,7,1,648,4,187701588,0,0,30,0,0.0,161,,Minor,59,62,60,12,0,5,44
471,143,2,2022,11,4,1545,0,154863153,22,7,15,0,0.0,131,,Minor,91,23,55,1,0,7,32
619,149,3,2022,11,4,1930,0,191333656,24,8,17,0,1.0,122,,Minor,75,45,63,6,0,35,12
856,558,1,2022,10,21,1948,0,253650850,12,9,16,0,0.0,80,,Minor,80,16,28,17,0,12,39
623,558,1,2022,10,21,1608,0,223064273,10,3,12,0,0.0,109,,Major,75,11,50,20,0,30,17
561,143,2,2022,11,4,1338,0,170413877,9,20,7,0,0.0,158,,Major,84,33,36,2,0,39,59
485,558,1,2022,10,21,1936,0,218320587,7,5,13,0,0.0,126,,Major,66,12,35,55,0,9,14
150,143,2,2022,11,4,1794,0,141720999,26,9,17,0,3.0,104,,Major,73,25,61,1,0,32,7
412,558,1,2022,10,21,1597,0,187339835,6,3,15,0,0.0,110,,Major,48,15,31,80,22,12,4
732,143,2,2022,11,4,1652,2,198365537,26,52,10,0,95.0,130,,Major,77,20,70,1,0,16,5
765,558,1,2022,10,21,1747,0,186104310,9,6,13,0,2.0,177,,Major,34,39,16,97,0,12,5
892,558,1,2022,10,21,1715,0,177503916,4,5,8,0,0.0,158,,Major,48,55,84,43,0,15,12
158,350,2,2022,11,4,486,0,71095708,8,1,7,0,0.0,114,,Minor,62,25,44,51,33,14,3
614,143,2,2022,11,4,1007,0,112436403,6,5,3,0,0.0,144,,Major,93,62,61,0,0,12,20
795,256,1,2022,10,28,481,9,203436468,10,100,15,1,27.0,125,,Major,54,22,76,0,0,14,3
73,142,1,2022,11,4,1045,0,93367537,8,5,2,0,0.0,142,,Minor,85,40,43,4,0,39,32
115,143,2,2022,11,4,1060,0,106249219,3,8,5,0,0.0,120,,Major,64,11,53,1,0,25,27
801,558,1,2022,10,21,1274,0,181382590,1,6,11,0,0.0,96,,Major,57,55,74,22,0,8,4
523,517,1,2022,11,3,953,0,91473363,61,13,37,1,0.0,144,,Major,60,24,39,57,0,8,3
95,558,1,2022,10,21,1180,0,121871870,4,0,8,0,0.0,166,,Major,42,7,24,83,1,12,6
14,184,2,2022,11,3,573,0,73513683,2,0,7,0,0.0,92,,Major,80,81,67,4,0,8,6
237,185,3,2022,10,20,1320,0,133895612,29,26,17,0,0.0,97,,Major,82,67,77,8,0,12,5
44,78,1,2022,11,4,782,2,96007391,27,18,32,1,0.0,90,,Minor,61,32,67,15,0,11,5
